m,M,K,Nr,Epsilon,Sc,E1,phi1,phi2,Gamma,Pb,Sb,Skin -TiO_2,Nusselt-TiO_2,Sherwood-TiO_2,microorganism-TiO_2,Skin -TiO_2/Ag,Nusselt-TiO_2-Ag,Sherwood-TiO_2/Ag,microorganism-TiO_2/Ag
0.1,1.96,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.251562133,1.65995574,0.934823322,0.750506817,-3.406877321,1.634073523,0.934724604,0.747988291
0.1,1.97,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.25328945,1.660057395,0.934805491,0.750481094,-3.408816854,1.634173339,0.934706176,0.747961284
0.1,1.98,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.255015815,1.660158936,0.934787679,0.750455396,-3.410755234,1.634273033,0.934687769,0.747934307
0.1,1.99,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.256741227,1.660260365,0.934769886,0.750429725,-3.412692461,1.634372606,0.934669383,0.747907359
0.1,2.0,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.25846569,1.66036168,0.934752112,0.75040408,-3.414628539,1.634472057,0.934651018,0.747880441
0.1,2.01,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.260189204,1.660462883,0.934734356,0.75037846,-3.416563469,1.634571387,0.934632675,0.747853552
0.1,2.02,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.261911771,1.660563973,0.93471662,0.750352867,-3.418497253,1.634670595,0.934614352,0.747826692
0.1,2.03,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.263633393,1.66066495,0.934698903,0.750327299,-3.420429893,1.634769683,0.93459605,0.747799861
0.1,2.04,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.26535407,1.660765816,0.934681204,0.750301757,-3.422361391,1.634868651,0.93457777,0.747773059
0.1,2.05,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.267073805,1.660866569,0.934663524,0.75027624,-3.42429175,1.634967498,0.93455951,0.747746287
0.1,2.06,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.268792599,1.660967211,0.934645863,0.750250749,-3.42622097,1.635066225,0.934541271,0.747719543
0.1,2.07,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.270510454,1.661067742,0.93462822,0.750225284,-3.428149055,1.635164833,0.934523053,0.747692828
0.1,2.08,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.272227371,1.661168161,0.934610596,0.750199844,-3.430076006,1.635263321,0.934504856,0.747666141
0.1,2.09,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.273943351,1.66126847,0.934592991,0.75017443,-3.432001824,1.635361689,0.934486679,0.747639484
0.1,2.1,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.275658396,1.661368667,0.934575404,0.750149041,-3.433926512,1.635459939,0.934468524,0.747612855
0.1,2.11,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.277372508,1.661468754,0.934557836,0.750123678,-3.435850072,1.63555807,0.934450388,0.747586255
0.1,2.12,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.279085688,1.661568731,0.934540286,0.750098339,-3.437772506,1.635656083,0.934432274,0.747559684
0.1,2.13,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.280797937,1.661668598,0.934522754,0.750073027,-3.439693816,1.635753977,0.93441418,0.74753314
0.1,2.14,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.282509258,1.661768354,0.934505242,0.750047739,-3.441614003,1.635851754,0.934396106,0.747506626
0.1,2.15,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.28421965,1.661868001,0.934487747,0.750022476,-3.443533069,1.635949413,0.934378053,0.74748014
0.1,2.16,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.285929117,1.661967539,0.934470271,0.749997239,-3.445451017,1.636046954,0.934360021,0.747453682
0.1,2.17,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.287637659,1.662066967,0.934452813,0.749972027,-3.447367848,1.636144378,0.934342009,0.747427252
0.1,2.18,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.289345278,1.662166286,0.934435373,0.74994684,-3.449283565,1.636241685,0.934324017,0.747400851
0.1,2.19,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.291051975,1.662265496,0.934417952,0.749921677,-3.451198168,1.636338875,0.934306046,0.747374478
0.1,2.2,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.292757752,1.662364598,0.934400549,0.74989654,-3.453111661,1.636435949,0.934288094,0.747348133
0.1,2.21,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.294462611,1.662463591,0.934383164,0.749871428,-3.455024044,1.636532906,0.934270163,0.747321816
0.1,2.22,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.296166552,1.662562476,0.934365797,0.74984634,-3.45693532,1.636629748,0.934252253,0.747295527
0.1,2.23,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.297869577,1.662661254,0.934348448,0.749821277,-3.45884549,1.636726474,0.934234362,0.747269266
0.1,2.24,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.299571687,1.662759923,0.934331118,0.74979624,-3.460754557,1.636823084,0.934216492,0.747243033
0.1,2.25,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.301272885,1.662858485,0.934313805,0.749771226,-3.462662523,1.636919579,0.934198641,0.747216828
0.1,2.26,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.302973171,1.662956939,0.934296511,0.749746238,-3.464569388,1.637015959,0.934180811,0.74719065
0.1,2.27,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.304672546,1.663055287,0.934279234,0.749721274,-3.466475156,1.637112224,0.934163,0.7471645
0.1,2.28,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.306371014,1.663153527,0.934261975,0.749696335,-3.468379827,1.637208375,0.93414521,0.747138378
0.1,2.29,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.308068573,1.663251661,0.934244734,0.74967142,-3.470283404,1.637304411,0.934127439,0.747112284
0.1,2.3,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.309765227,1.663349688,0.934227511,0.749646529,-3.472185889,1.637400333,0.934109689,0.747086217
0.1,2.31,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.311460977,1.663447609,0.934210306,0.749621663,-3.474087283,1.637496142,0.934091958,0.747060178
0.1,2.32,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.313155823,1.663545423,0.934193119,0.749596822,-3.475987588,1.637591836,0.934074247,0.747034166
0.1,2.33,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.314849768,1.663643132,0.934175949,0.749572005,-3.477886806,1.637687418,0.934056555,0.747008181
0.1,2.34,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.316542812,1.663740735,0.934158798,0.749547212,-3.479784939,1.637782886,0.934038884,0.746982224
0.1,2.35,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.318234958,1.663838233,0.934141663,0.749522443,-3.481681989,1.637878241,0.934021232,0.746956294
0.1,2.36,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.319926206,1.663935625,0.934124547,0.749497699,-3.483577957,1.637973484,0.9340036,0.746930392
0.1,2.37,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.321616558,1.664032913,0.934107448,0.749472979,-3.485472845,1.638068614,0.933985987,0.746904516
0.1,2.38,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.323306016,1.664130095,0.934090367,0.749448283,-3.487366655,1.638163632,0.933968394,0.746878668
0.1,2.39,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.32499458,1.664227173,0.934073303,0.749423611,-3.489259389,1.638258538,0.93395082,0.746852846
0.1,2.4,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.326682252,1.664324146,0.934056257,0.749398963,-3.491151049,1.638353332,0.933933266,0.746827052
0.1,2.41,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.328369034,1.664421015,0.934039228,0.749374339,-3.493041636,1.638448015,0.933915731,0.746801285
0.1,2.42,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.330054927,1.66451778,0.934022217,0.749349739,-3.494931153,1.638542586,0.933898216,0.746775544
0.1,2.43,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.331739931,1.664614441,0.934005223,0.749325163,-3.4968196,1.638637046,0.93388072,0.746749831
0.1,2.44,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.33342405,1.664710998,0.933988247,0.749300611,-3.49870698,1.638731396,0.933863243,0.746724144
0.1,2.45,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.335107283,1.664807452,0.933971288,0.749276082,-3.500593294,1.638825635,0.933845785,0.746698484
0.1,2.46,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.336789633,1.664903803,0.933954346,0.749251578,-3.502478545,1.638919763,0.933828347,0.746672851
0.1,2.47,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.3384711,1.66500005,0.933937421,0.749227097,-3.504362734,1.639013781,0.933810928,0.746647244
0.1,2.48,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.340151687,1.665096195,0.933920514,0.74920264,-3.506245862,1.63910769,0.933793528,0.746621664
0.1,2.49,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.341831394,1.665192237,0.933903624,0.749178206,-3.508127932,1.639201488,0.933776148,0.746596111
0.1,2.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.343510222,1.665288177,0.933886752,0.749153796,-3.510008945,1.639295178,0.933758786,0.746570584
0.1,2.51,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.345188174,1.665384014,0.933869896,0.74912941,-3.511888903,1.639388757,0.933741443,0.746545084
0.1,2.52,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.34686525,1.665479749,0.933853058,0.749105047,-3.513767807,1.639482228,0.93372412,0.74651961
0.1,2.53,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.348541452,1.665575382,0.933836236,0.749080707,-3.51564566,1.63957559,0.933706815,0.746494162
0.1,2.54,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.350216781,1.665670913,0.933819432,0.749056391,-3.517522463,1.639668844,0.93368953,0.74646874
0.1,2.55,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.351891238,1.665766343,0.933802645,0.749032099,-3.519398218,1.639761989,0.933672263,0.746443345
0.1,2.56,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.353564825,1.665861672,0.933785875,0.749007829,-3.521272927,1.639855026,0.933655015,0.746417976
0.1,2.57,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.355237544,1.665956899,0.933769121,0.748983583,-3.52314659,1.639947954,0.933637786,0.746392633
0.1,2.58,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.356909394,1.666052026,0.933752385,0.748959361,-3.525019211,1.640040776,0.933620575,0.746367316
0.1,2.59,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.358580379,1.666147052,0.933735666,0.748935161,-3.52689079,1.640133489,0.933603384,0.746342026
0.1,2.6,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.360250498,1.666241977,0.933718963,0.748910985,-3.528761329,1.640226096,0.933586211,0.746316761
0.1,2.61,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.361919754,1.666336802,0.933702278,0.748886832,-3.530630831,1.640318595,0.933569057,0.746291522
0.1,2.62,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.363588147,1.666431526,0.933685609,0.748862702,-3.532499296,1.640410987,0.933551921,0.746266309
0.1,2.63,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.365255679,1.666526151,0.933668957,0.748838595,-3.534366727,1.640503273,0.933534804,0.746241122
0.1,2.64,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.366922352,1.666620676,0.933652321,0.748814511,-3.536233124,1.640595452,0.933517706,0.746215961
0.1,2.65,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.368588166,1.666715101,0.933635703,0.74879045,-3.538098491,1.640687526,0.933500626,0.746190825
0.1,2.66,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.370253123,1.666809427,0.933619101,0.748766411,-3.539962827,1.640779493,0.933483565,0.746165715
0.1,2.67,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.371917224,1.666903654,0.933602516,0.748742396,-3.541826136,1.640871354,0.933466522,0.746140631
0.1,2.68,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.373580471,1.666997781,0.933585947,0.748718404,-3.543688418,1.64096311,0.933449497,0.746115572
0.1,2.69,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.375242864,1.66709181,0.933569395,0.748694434,-3.545549676,1.64105476,0.933432491,0.746090539
0.1,2.7,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.376904405,1.66718574,0.93355286,0.748670487,-3.547410277,1.641149886,0.933418804,0.746066749
0.1,2.71,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.378565096,1.667279571,0.933536341,0.748646563,-3.549269493,1.641241366,0.933401837,0.746041767
0.1,2.72,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.380224937,1.667373304,0.933519839,0.748622662,-3.55112769,1.641332742,0.933384888,0.746016811
0.1,2.73,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.38188393,1.667466939,0.933503353,0.748598783,-3.552984868,1.641424013,0.933367957,0.74599188
0.1,2.74,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.383542076,1.667560476,0.933486884,0.748574927,-3.55484103,1.64151518,0.933351045,0.745966974
0.1,2.75,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.385199376,1.667653916,0.933470431,0.748551093,-3.556696177,1.641606243,0.933334151,0.745942094
0.1,2.76,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.386855832,1.667747257,0.933453994,0.748527282,-3.558550311,1.641697202,0.933317275,0.745917238
0.1,2.77,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.388511445,1.667840502,0.933437574,0.748503493,-3.560403434,1.641788058,0.933300417,0.745892408
0.1,2.78,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.390166216,1.667933649,0.93342117,0.748479727,-3.562255546,1.641878811,0.933283577,0.745867603
0.1,2.79,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.391820147,1.668026699,0.933404782,0.748455983,-3.564106651,1.64196946,0.933266755,0.745842823
0.1,2.8,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.393473238,1.668119652,0.933388411,0.748432262,-3.565956748,1.642060006,0.933249951,0.745818068
0.1,2.81,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.395125491,1.668212508,0.933372056,0.748408563,-3.56780584,1.64215045,0.933233165,0.745793338
0.1,2.82,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.396776907,1.668305268,0.933355717,0.748384886,-3.569653929,1.642240791,0.933216396,0.745768633
0.1,2.83,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.398427488,1.668397932,0.933339394,0.748361231,-3.571501015,1.64233103,0.933199646,0.745743953
0.1,2.84,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.400077234,1.6684905,0.933323088,0.748337599,-3.573347102,1.642421167,0.933182913,0.745719298
0.1,2.85,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.401726147,1.668582971,0.933306797,0.748313989,-3.575192189,1.642511202,0.933166199,0.745694667
0.1,2.86,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.403374228,1.668675347,0.933290523,0.7482904,-3.57703628,1.642601136,0.933149502,0.745670061
0.1,2.87,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.405021478,1.668767627,0.933274265,0.748266834,-3.578879374,1.642690967,0.933132822,0.74564548
0.1,2.88,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.406667899,1.668859812,0.933258023,0.74824329,-3.580721475,1.642780698,0.933116161,0.745620923
0.1,2.89,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.408313492,1.668951901,0.933241797,0.748219768,-3.582562583,1.642870327,0.933099517,0.745596391
0.1,2.9,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.409958258,1.669043896,0.933225586,0.748196268,-3.5844027,1.642959856,0.933082891,0.745571884
0.1,2.91,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.411602198,1.669135795,0.933209392,0.74817279,-3.586241828,1.643049284,0.933066282,0.745547401
0.1,2.92,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.413245313,1.6692276,0.933193214,0.748149334,-3.588079968,1.643138611,0.933049691,0.745522942
0.1,2.93,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.414887605,1.66931931,0.933177051,0.7481259,-3.589917121,1.643227838,0.933033117,0.745498508
0.1,2.94,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.416529075,1.669410926,0.933160905,0.748102487,-3.59175329,1.643316965,0.933016561,0.745474098
0.1,2.95,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.418169724,1.669502448,0.933144774,0.748079096,-3.593588476,1.643405992,0.933000022,0.745449713
0.1,2.96,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.419809553,1.669593875,0.933128659,0.748055727,-3.59542268,1.643494919,0.932983501,0.745425352
0.1,2.97,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.421448564,1.669685209,0.93311256,0.74803238,-3.597255904,1.643583747,0.932966997,0.745401015
0.1,2.98,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.423086757,1.669776449,0.933096477,0.748009054,-3.59908815,1.643672476,0.93295051,0.745376702
0.1,2.99,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.424724135,1.669867595,0.933080409,0.74798575,-3.600919418,1.643761105,0.932934041,0.745352413
0.1,3.0,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.426360697,1.669958648,0.933064357,0.747962468,-3.602749711,1.643849635,0.932917589,0.745328148
0.1,3.01,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.427996445,1.670049608,0.933048321,0.747939207,-3.60457903,1.643938067,0.932901154,0.745303908
0.1,3.02,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.429631381,1.670140475,0.9330323,0.747915967,-3.606407376,1.6440264,0.932884737,0.745279691
0.1,3.03,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.431265506,1.670231249,0.933016295,0.747892749,-3.608234751,1.644114635,0.932868336,0.745255498
0.1,3.04,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.43289882,1.670321931,0.933000305,0.747869553,-3.610061157,1.644202771,0.932851953,0.74523133
0.1,3.05,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.434531325,1.67041252,0.932984331,0.747846378,-3.611886595,1.64429081,0.932835587,0.745207185
0.1,3.06,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.436163023,1.670503016,0.932968373,0.747823224,-3.613711067,1.644378751,0.932819238,0.745183064
0.1,3.07,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.437793913,1.67059342,0.93295243,0.747800091,-3.615534573,1.644466594,0.932802906,0.745158966
0.1,3.08,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.439423998,1.670683733,0.932936503,0.74777698,-3.617357116,1.64455434,0.932786591,0.745134893
0.1,3.09,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.441053279,1.670773953,0.932920591,0.74775389,-3.619178697,1.644641988,0.932770293,0.745110843
0.1,3.1,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.442681757,1.670864082,0.932904694,0.747730822,-3.620999318,1.64472954,0.932754013,0.745086817
0.1,3.11,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.444309432,1.67095412,0.932888813,0.747707774,-3.622818979,1.644816995,0.932737749,0.745062814
0.1,3.12,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.445936307,1.671044066,0.932872947,0.747684748,-3.624637683,1.644904353,0.932721501,0.745038835
0.1,3.13,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.447562382,1.67113392,0.932857097,0.747661742,-3.626455431,1.644991614,0.932705271,0.745014879
0.1,3.14,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.449187659,1.671223684,0.932841261,0.747638758,-3.628272224,1.645078779,0.932689058,0.744990947
0.1,3.15,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.450812138,1.671313357,0.932825441,0.747615795,-3.630088064,1.645165848,0.932672861,0.744967038
0.1,3.16,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.45243582,1.671402939,0.932809637,0.747592853,-3.631902953,1.645252821,0.932656681,0.744943153
0.1,3.17,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.454058708,1.671492431,0.932793847,0.747569931,-3.633716891,1.645339699,0.932640518,0.744919291
0.1,3.18,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.455680802,1.671581833,0.932778073,0.747547031,-3.63552988,1.645426481,0.932624372,0.744895452
0.1,3.19,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.457302102,1.671671144,0.932762314,0.747524152,-3.637341923,1.645513167,0.932608242,0.744871637
0.1,3.2,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.458922611,1.671760365,0.93274657,0.747501293,-3.639153019,1.645599759,0.932592129,0.744847845
0.1,3.21,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.46054233,1.671849496,0.932730841,0.747478455,-3.640963171,1.645686255,0.932576033,0.744824075
0.1,3.22,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.462161259,1.671938538,0.932715128,0.747455638,-3.64277238,1.645772656,0.932559953,0.744800329
0.1,3.23,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.4637794,1.67202749,0.932699429,0.747432842,-3.644582275,1.64586639,0.932549082,0.744778693
0.1,3.24,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.465396753,1.672116353,0.932683746,0.747410066,-3.646389611,1.645952659,0.932533036,0.744754993
0.1,3.25,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.467013321,1.672205126,0.932668077,0.747387312,-3.648196008,1.646038834,0.932517006,0.744731315
0.1,3.26,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.468629103,1.67229381,0.932652423,0.747364577,-3.650001468,1.646124915,0.932500993,0.744707661
0.1,3.27,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.470244102,1.672382406,0.932636785,0.747341864,-3.651805992,1.646210903,0.932484996,0.74468403
0.1,3.28,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.471858318,1.672470913,0.932621161,0.747319171,-3.653609581,1.646296797,0.932469015,0.744660421
0.1,3.29,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.473471753,1.672559331,0.932605552,0.747296498,-3.655412238,1.646382598,0.93245305,0.744636836
0.1,3.3,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.475084407,1.67264766,0.932589958,0.747273846,-3.657213963,1.646468306,0.932437102,0.744613273
0.1,3.31,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.476696281,1.672735902,0.932574379,0.747251214,-3.659014758,1.646553921,0.93242117,0.744589733
0.1,3.32,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.478307378,1.672824055,0.932558815,0.747228603,-3.660814624,1.646639443,0.932405255,0.744566215
0.1,3.33,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.479917697,1.67291212,0.932543266,0.747206012,-3.662613563,1.646724873,0.932389355,0.744542721
0.1,3.34,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.48152724,1.673000098,0.932527731,0.747183442,-3.664411576,1.646810211,0.932373472,0.744519248
0.1,3.35,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.483136008,1.673087988,0.932512211,0.747160892,-3.666208665,1.646895456,0.932357605,0.744495799
0.1,3.36,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.484744002,1.67317579,0.932496706,0.747138362,-3.66800483,1.646980609,0.932341754,0.744472372
